PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,,,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Coreguaje,Colombia,2800,Koreguaje,Ethnoreligion - Animism,0.9472,-75.2125,4,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,102291,Coreguaje,COL,CO,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,COL
Cori,Nigeria,1800,Kyoli,Christianity - Neo-Pentecostalism,9.537603,8.03731,5,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,114560,Cori,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,NGA
Costa Rican,Canada,5800,Spanish,Christianity - Roman Catholicism,45.532002,-73.56137,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0093,102297,Costa Rican,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,CAN
Costa Rican,Costa Rica,4865000,Spanish,Christianity - Folk Catholicism,9.938222,-84.059288,5,Engaged,Low,Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0093,102297,Costa Rican,CRI,CS,,,,American Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,CRI
Costa Rican,United States,144000,Spanish,Christianity - Roman Catholicism,25.875812,-80.325361,5,Unengaged,Little,Free,Moderate,High,Caution,A007,C0093,102297,Costa Rican,USA,US,CS,,,American Peoples,,2,No Longer Unreached,"100,000+",Diaspora,USA
Cotabato Manobo,Philippines,41500,Cotabato Manobo,Ethnoreligion - Animism,6.496341,124.362566,6,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,102301,"Manobo, Cotabato",PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,PHL
Cote,India,3900,Chothe Naga,Christianity - Evangelical Protestant,24.404006,94.037569,6,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,111822,Chothe,IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IND
Cowlitz,United States,275,English,Christianity - Non-Evangelical Protestant,45.877112,-122.699236,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102302,Cowlitz,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Coyaima,Colombia,57500,Spanish,Ethnoreligion,3.799778,-75.195886,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,102304,Coyaima,COL,CO,,,,American Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,COL
Craig Cove,Vanuatu,2100,Bislama,Christianity - Non-Evangelical Protestant,-16.2286,168.0156,5,Engaged,Strenuous,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A010,C0227,102307,Craig Cove,VUT,NH,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"<10,000",Indigenous,VUT
"Cree, Swampy",Canada,3300,Swampy Cree,Christianity - Non-Evangelical Protestant,54.6019,-97.7898,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,102309,"Cree, Swampy",CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CAN
"Cree, Western",United States,33500,Plains Cree,Christianity - Non-Evangelical Protestant,48.05291,-108.68074,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,110777,"Cree, Western",USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,USA
"Cree, Woods",Canada,67500,English,Christianity - Non-Evangelical Protestant,55.07552,-105.321399,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,102310,"Cree, Woods",CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,CAN
"Creek, Muskogee",United States,55000,Muskogee,Christianity - Non-Evangelical Protestant,27.07805,-81.05701,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,106943,Muskogee,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,USA
Creole-Mauritian,Mauritius,276000,Morisyen,Christianity - Roman Catholicism,-20.143945,57.509884,5,Engaged,Low,Free,Low,Low,Level 1: Exercise Normal Precautions,A013,C0173,103998,Mauritian Creole,MUS,MP,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,MUS
Crimean Tatar,Kyrgyzstan,700,Crimean Tatar,Islam - Sunni,42.904685,74.605862,1,Unengaged,Strenuous,Not Free,High,High,Level 1: Exercise Normal Precautions,A015,C0223,102312,"Tatar, Crimean",KGZ,KG,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,KGZ
Crimean Tatar,Tajikistan,14500,Crimean Tatar,Islam - Sunni,38.589027,68.736681,1,Unengaged,Strenuous,Not Free,High,Low,Level 2: Exercise Increased Caution,A015,C0223,102312,"Tatar, Crimean",TJK,TI,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,TJK
Crimean Tatar,Türkiye,114000,Turkish,Islam - Sunni,39.7885,30.5035,1,Engaged,Low,Not Free,High,High,Level 2: Exercise Increased Caution,A015,C0223,102312,"Tatar, Crimean",TUR,TU,UP,,,Central Asian Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,TUR
Crimean Tatar,Ukraine,237000,Crimean Tatar,Islam - Sunni,45.96285,33.78712,1,Engaged,Medium,Partly Free,Moderate,High,Level 4: Do Not Travel,A015,C0223,102312,"Tatar, Crimean",UKR,UP,,,,Central Asian Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,UKR
Crimean Tatar,Uzbekistan,199000,Crimean Tatar,Islam - Sunni,40.12217,65.50777,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A015,C0223,102312,"Tatar, Crimean",UZB,UZ,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,UZB
"Crioulo, Upper Guinea",Guinea-Bissau,281000,Guinea-Bissau Creole,Christianity - Roman Catholicism,11.8484,-15.6154,1,Engaged,Extreme,Partly Free,Low,Low,Level 3: Reconsider Travel,A013,C0173,102314,"Crioulo, Upper Guinea",GNB,PU,CV,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,GNB
"Crioulo, Upper Guinea",Netherlands,13500,Guinea-Bissau Creole,Islam - Sunni,52.353096,4.837484,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0173,102314,"Crioulo, Upper Guinea",NLD,NL,GA,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,NLD
Croat,Australia,57000,Croatian,Christianity - Roman Catholicism,-37.8646,145.0333,1,Engaged,Little,Free,Low,High,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,AUS,AS,HR,,,European Peoples,,1,Engaged yet Unreached,"50,000+",Diaspora,AUS
Croat,Austria,71000,Croatian,Christianity - Roman Catholicism,47.113,16.25441,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,AUT,AU,HR,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,AUT
Croat,Bosnia and Herzegovina,505000,Croatian,Christianity - Roman Catholicism,43.826,17.003,1,Engaged,Medium,Partly Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0195,102315,Croat,BIH,BK,HR,,,European Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,BIH
Croat,Croatia,3625000,Croatian,Christianity - Roman Catholicism,45.805378,15.972493,3,Engaged,Low,Free,Moderate,Low,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,HRV,HR,,,,European Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,HRV
Croat,Germany,416000,Croatian,Christianity - Roman Catholicism,52.459439,13.436196,1,Engaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0195,102315,Croat,DEU,GM,HR,,,European Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,DEU
Croat,Montenegro,6900,Croatian,Christianity - Roman Catholicism,42.4647,18.6435,1,Unengaged,Low,Partly Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,MNE,MJ,,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,MNE
Croat,North Macedonia,2500,Croatian,Christianity - Roman Catholicism,42.004544,21.465509,1,Engaged,Medium,Partly Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,MKD,MK,HR,,,European Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,MKD
Croat,Slovenia,77500,Croatian,Christianity - Roman Catholicism,46.0555,14.5083,1,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,SVN,SI,,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SVN
Croat,Sweden,9600,Croatian,Christianity - Roman Catholicism,59.295414,18.006104,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0195,102315,Croat,SWE,SW,HR,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SWE
Croat,United States,185000,Croatian,Christianity - Roman Catholicism,40.671429,-73.918652,1,Engaged,Little,Free,Moderate,High,Caution,A003,C0195,102315,Croat,USA,US,HR,,,European Peoples,,1,Engaged yet Unreached,"100,000+",Diaspora,USA
Cross River Mbembe,Nigeria,260000,Cross River Mbembe,Christianity - Non-Evangelical Protestant,6.199,8.6313,5,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,106472,"Mbembe, Cross-River",NGA,NI,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"100,000+",Indigenous,NGA
Crow,United States,12000,Crow,Christianity - Non-Evangelical Protestant,45.368,-107.87403,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102319,Crow,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,USA
Cua,Vietnam,34000,Cua,Ethnoreligion - Animism,15.16883,108.43092,4,Engaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A011,C0147,102321,Cua,VNM,VM,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"10,000+",Indigenous,VNM
Cuban,Canada,30500,Spanish,Unaffiliated,43.650296,-79.40779,4,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0093,102324,Cuban,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Cuban,Cuba,11300000,Spanish,Unaffiliated - Athiesm,23.085223,-82.357888,4,Engaged,Medium,Not Free,High,Low,Level 2: Exercise Increased Caution,A007,C0093,102324,Cuban,CUB,CU,,,,American Peoples,,2,No Longer Unreached,"10,000,000+",Indigenous,CUB
Cuban,Jamaica,8900,Spanish,Christianity - Folk Catholicism,17.98737,-76.89247,4,Engaged,Medium,Free,Low,Low,Level 3: Reconsider Travel,A007,C0093,102324,Cuban,JAM,JM,CU,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,JAM
Cuban,Mozambique,3400,Spanish,Christianity - Roman Catholicism,-25.942888,32.587552,4,Engaged,Extreme,Partly Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0093,102324,Cuban,MOZ,MZ,CU,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,MOZ
Cuban,United States,2040000,Spanish,Christianity - Roman Catholicism,25.754311,-80.260841,4,Engaged,Little,Free,Moderate,High,Caution,A007,C0093,102324,Cuban,USA,US,CU,,,American Peoples,,2,No Longer Unreached,"1,000,000+",Diaspora,USA
Cudigar,India,1800,Marwari (India),Islam - Sunni,25.330847,74.597456,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111823,Chudigar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cuiba,Colombia,750,Cuiba,Ethnoreligion - Animism,6.05872,-70.133454,6,Engaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,102327,Cuiba,COL,CO,,,,American Peoples,,2,No Longer Unreached,"<10,000",Indigenous,COL
Cuiba,Venezuela,650,Cuiba,Ethnoreligion - Animism,6.23973,-69.44278,1,Unengaged,Medium,Not Free,Moderate,Low,Level 4: Do Not Travel,A007,C0201,102327,Cuiba,VEN,VE,CO,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,VEN
Cuicatec,Mexico,16000,Spanish,Christianity - Folk Catholicism,17.805556,-96.861111,5,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0144,109959,"Cuicateco, Tepeuxila",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MEX
Cujareno,Peru,225,Mashco Piro,Ethnoreligion - Animism,-11.227,-71.4191,1,Engaged,Medium,Partly Free,Moderate,Low,Level 2: Exercise Increased Caution,A007,C0010,102328,Cujareno,PER,PE,,,,American Peoples,,1,Engaged yet Unreached,"<10,000",Indigenous,PER
Cun,China,99500,Cun,Ethnoreligion,19.21816,108.74318,1,Engaged,Medium,Not Free,Very High,Low,Other,A011,C0207,102331,Cun,CHN,CH,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,CHN
Cunara,India,2500,Gujarati,Hinduism,22.281403,70.753922,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0297,118912,Chunara,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cundollu,India,5300,Telugu,Hinduism,16.480511,80.036775,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118913,Chundollu,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cung,Cameroon,3800,Chung (Cameroon),Islam - Folk,6.59687,10.41045,1,Unengaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0044,102333,Cung,CMR,CM,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CMR
Cupeno,United States,850,English,Christianity - Non-Evangelical Protestant,33.31483,-116.51471,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102335,Cupeno,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Cutchi Indian,Tanzania,66000,Kacchi,Hinduism,-6.806,39.2586,1,Engaged,Strenuous,Partly Free,Moderate,Moderate,Level 2: Exercise Increased Caution,A012,C0086,112475,Cutch (Kachhi),TZA,TZ,,,,South Asian Peoples,,1,Engaged yet Unreached,"50,000+",Diaspora,TZA
Cuvok,Cameroon,15500,Cuvok,Islam - Folk,10.6288,13.9394,4,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0062,102338,Cuvok,CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Indigenous,CMR
Cuyonon,Philippines,216000,Cuyonon,Christianity - Roman Catholicism,10.435653,119.367572,4,Engaged,Medium,Partly Free,Low,High,Level 2: Exercise Increased Caution,A008,C0072,102340,Cuyonon,PHL,RP,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"100,000+",Indigenous,PHL
Cypriot,Cyprus,853000,Greek,Christianity - Eastern Orthodox,35.178618,33.378469,1,Engaged,Low,Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0082,102344,"Cypriot, Greek",CYP,CY,,,,European Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,CYP
Czech,Argentina,9200,Czech,Christianity - Roman Catholicism,-34.595988,-58.394833,1,Engaged,Low,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,ARG,AR,EZ,,,European Peoples,,1,Engaged yet Unreached,"<10,000",Diaspora,ARG
Czech,Austria,8100,Czech,Unaffiliated - Athiesm,48.74158,14.94341,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,AUT,AU,EZ,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,AUT
Czech,Canada,39000,Czech,Christianity - Roman Catholicism,43.646977,-79.406357,1,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,CAN,CA,EZ,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,CAN
Czech,Czechia,9815000,Czech,Unaffiliated,50.0739,14.4716,1,Engaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,CZE,EZ,,,,European Peoples,,1,Engaged yet Unreached,"1,000,000+",Indigenous,CZE
Czech,Slovakia,45000,Czech,Unaffiliated - Athiesm,48.156776,17.092449,1,Engaged,Low,Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,SVK,LO,EZ,,,European Peoples,,1,Engaged yet Unreached,"10,000+",Diaspora,SVK
Czech,Sweden,6500,Czech,Christianity - Roman Catholicism,55.594888,12.995711,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0196,102346,Czech,SWE,SW,EZ,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SWE
Czech,United States,1310000,Czech,Christianity - Roman Catholicism,41.82605,-87.777719,1,Engaged,Little,Free,Moderate,High,Caution,A003,C0196,102346,Czech,USA,US,EZ,,,European Peoples,,1,Engaged yet Unreached,"1,000,000+",Diaspora,USA
Daai Chin,Myanmar,37000,Daai Chin,Ethnoreligion - Animism,20.73472,93.78532,5,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0332,102348,"Chin, Daai",MMR,BM,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MMR
Daasanach,South Sudan,4700,Daasanach,Ethnoreligion - Animism,4.7287,35.7455,1,Unengaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A004,C0276,108362,Reshiat,SSD,OD,ET,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,SSD
Daasanech,Kenya,16000,Daasanach,Ethnoreligion - Animism,4.5956,35.7475,1,Engaged,Strenuous,Partly Free,High,High,Level 2: Exercise Increased Caution,A004,C0276,108362,Reshiat,KEN,KE,ET,,,Northern African and Middle Eastern Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,KEN
Daba,Cameroon,37500,Daba,Islam - Sunni,10.20317,13.91339,6,Engaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0062,102351,Daba,CMR,CM,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"10,000+",Indigenous,CMR
Dabarre,Somalia,44000,Dabarre,Islam - Sunni,1.2179,43.33041,1,Unengaged,Extreme,Not Free,High,High,Level 4: Do Not Travel,A004,C0198,106662,Dabarre,SOM,SO,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SOM
Dabe,Indonesia,500,Dabe,Christianity - Evangelical Protestant,-2.050638,139.077425,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,102352,Dabe,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Dabgar,India,41000,Gujarati,Hinduism,17.664687,75.879161,1,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0343,111857,"Dabgar, Hindu",IND,IN,,,,South Asian Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,IND
Dache,Ethiopia,10000,Gamo,Christianity - Eastern Orthodox,6.026563,37.563351,5,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,102356,Dache,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,ETH
Dadiya,Nigeria,63000,Dadiya,Ethnoreligion - Animism,9.6294,11.3869,6,Engaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0003,102359,Dadiya,NGA,NI,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"50,000+",Indigenous,NGA
Dadupanthi,India,57000,Marwari (India),Hinduism,26.912416,75.787288,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111860,Dadupanthi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Dafer,India,275,Kacchi,Hinduism,21.054445,70.531105,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111861,Dafer,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Dafin,Mali,61500,Marka,Islam - Sunni,13.42223,-3.75108,1,Engaged,Extreme,Not Free,Low,Moderate,Level 4: Do Not Travel,A013,C0126,106346,Marka,MLI,ML,UV,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,MLI
Daga,Papua New Guinea,16000,Daga,Christianity - Evangelical Protestant,-9.9747,149.26296,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102364,Daga,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
Dagaari,Burkina Faso,603000,Northern Dagara,Ethnoreligion - Animism,11.04408,-3.0124,1,Engaged,Extreme,Not Free,Low,High,Level 4: Do Not Travel,A013,C0087,102365,"Dagaaba, Northern",BFA,UV,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"100,000+",Indigenous,BFA
Dagaari,Ghana,1165000,Southern Dagaare,Christianity - Neo-Pentecostalism,10.4226,-2.52265,4,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0087,102366,"Dagaaba, Southern",GHA,GH,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"1,000,000+",Indigenous,GHA
Dagba,Central African Republic,55000,Dagba,Ethnoreligion - Animism,7.37156,18.10334,1,Engaged,Extreme,Not Free,Moderate,High,Level 4: Do Not Travel,A013,C0189,102368,Dagba,CAF,CT,,,,Sub-Saharan African Peoples,,1,Engaged yet Unreached,"50,000+",Indigenous,CAF
Dagel,Chad,2200,Kibet,Islam - Sunni,11.691303,20.687135,1,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0175,116114,Dagel,TCD,CD,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,TCD
Dagi,India,3000,Pahari-Potwari,Hinduism,32.6266,76.8796,4,Engaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117257,Dagi,IND,IN,,,,South Asian Peoples,,2,No Longer Unreached,"<10,000",Indigenous,IND
Dagoda,Timor-Leste,47500,Fataluku,Christianity - Roman Catholicism,-8.49464,127.08042,1,Engaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A008,C0217,102370,Dagoda,TLS,TT,,,,Asian Pacific Rim Peoples,,1,Engaged yet Unreached,"10,000+",Indigenous,TLS
